date,open,high,low,close,3Ema,5Ema,Reversal,transaction,IntraDayExit,tradeNo,profit
2013-03-19,11491.8,11491.8,11231.75,11254.85,11458.30,11579.75,11983.57326332781,X,-,151,0
2013-03-20,11285.65,11512.1,11209.65,11238.35,11348.33,11465.95,11944.116528805214,X,-,151,0
2013-03-21,11275.45,11331.2,11173.35,11204.05,11276.19,11378.65,11818.836529163484,X,-,151,0
2013-03-24,11327.4,11372.8,11097.95,11125.65,11200.92,11294.32,11686.045441088994,X,-,151,0
2013-03-25,11067.35,11198.45,11048.4,11163.45,11182.18,11250.70,11574.515838216,X,-,151,0
2013-03-27,11188.95,11413.25,11080.05,11361.85,11272.02,11287.75,11456.228330889004,X,-,151,0
2013-03-31,11414.95,11460.6,11330.85,11425.55,11348.78,11333.68,11334.936106631838,Buy,Buy,152,401.60
2013-04-01,11430.85,11548.05,11361.15,11523.4,11436.09,11396.92,11288.374347440811,X,-,152,0
2013-04-02,11512.75,11590.6,11283.4,11344.1,11390.10,11379.31,11279.40803647034,X,-,152,0
2013-04-03,11243.2,11254.25,11105.1,11126.25,11258.17,11294.96,11346.967926735124,Sell,Sell,153,-182.35
2013-04-04,11120.15,11168.25,11021.4,11098.95,11178.56,11229.62,11405.31823570087,X,-,153,0
2013-04-07,11075.85,11133.85,11002.1,11012.65,11095.61,11157.30,11382.80696607264,X,-,153,0
2013-04-08,11085.8,11210.35,10897.15,10929.15,11012.38,11081.25,11342.377048517788,X,-,153,0
2013-04-09,11009.45,11143.6,10888.75,11122.25,11067.31,11094.92,11287.86256791321,X,-,153,0
2013-04-10,11220.5,11341.85,11154.05,11306.5,11186.91,11165.44,11177.722313059487,Buy,Buy,154,-94.25
2013-04-11,11239.15,11442.9,11236.05,11410.1,11298.50,11247.00,11101.055175931666,X,-,154,0
2013-04-14,11357.95,11643.3,11334.75,11526.25,11412.38,11340.08,11092.473600900455,X,-,154,0
2013-04-15,11517.9,11906.25,11515.3,11871.6,11641.99,11517.25,11123.192475739976,X,-,154,0
2013-04-16,11924.7,12112.25,11913.95,11981.05,11811.52,11671.85,11143.050021396492,X,-,154,0
2013-04-17,11902.55,12313.0,11891.95,12288.25,12049.88,11877.32,11252.852533049248,X,-,154,0
2013-04-21,12317.4,12637.95,12317.4,12576.2,12313.04,12110.28,11359.619614758623,X,-,154,0
2013-04-22,12601.05,12605.7,12333.0,12543.4,12428.22,12254.65,11501.988706201984,X,-,154,0
2013-04-24,12632.25,12755.8,12611.5,12726.85,12577.54,12412.05,11733.946952316102,X,-,154,0
2013-04-25,12679.3,12679.9,12470.0,12533.15,12555.34,12452.42,11915.600208968128,X,-,154,0
2013-04-28,12560.35,12661.25,12508.4,12609.15,12582.25,12504.66,12143.64292635744,X,-,154,0
2013-04-29,12638.0,12658.6,12402.15,12561.55,12571.90,12523.62,12271.908344427662,X,-,154,0
2013-05-01,12554.7,12783.3,12552.85,12709.95,12640.92,12585.73,12378.803759713119,X,-,154,0
2013-05-02,12678.9,12678.9,12364.7,12393.6,12517.26,12521.69,12420.15993818942,Sell,Sell,155,1113.66
2013-05-05,12358.35,12436.0,12188.3,12396.4,12456.83,12479.93,12534.96867464995,X,-,155,0
2013-05-06,12404.55,12649.45,12404.55,12631.5,12544.17,12530.45,12549.210141028474,Buy,Buy,156,-155.61
2013-05-07,12662.1,12694.4,12514.7,12643.05,12593.61,12567.98,12489.305606316571,X,-,156,0
2013-05-08,12663.75,12718.9,12541.8,12596.3,12594.95,12577.42,12491.111493693184,X,-,156,0
2013-05-09,12580.4,12783.05,12580.4,12752.3,12673.63,12635.71,12524.828207203194,X,-,156,0
2013-05-10,12730.35,12811.25,12730.35,12780.15,12726.89,12683.86,12521.97907717267,X,-,156,0
2013-05-12,12760.45,12865.35,12546.25,12568.85,12647.87,12645.52,12554.774520967054,Buy,Sell,157,-76.73
2013-05-13,12567.55,12698.35,12516.1,12583.6,12615.73,12624.88,12638.48558207068,Sell,Sell,158,-1.30
2013-05-14,12646.35,13099.35,12646.35,13077.9,12846.82,12775.89,12652.32500542677,Buy,Buy,159,-68.73
2013-05-15,13022.25,13281.8,13022.25,13239.45,13043.13,12930.41,12563.100645641018,X,-,159,0
2013-05-16,13227.8,13355.1,13116.85,13317.1,13180.12,13059.31,12592.234084772259,X,-,159,0
2013-05-19,13332.7,13414.3,13150.3,13181.5,13180.81,13100.04,12696.872883687305,X,-,159,0
2013-05-20,13182.2,13268.25,13038.0,13066.5,13123.65,13088.86,12857.723669377774,X,-,159,0
2013-05-21,13105.1,13175.65,12932.2,13008.25,13065.95,13061.99,12984.469986378295,Buy,Sell,160,-93.43
2013-05-22,12907.9,12944.0,12594.9,12636.5,12851.23,12920.16,13050.098760982088,Sell,Sell,161,-100.35
2013-05-23,12756.35,12828.6,12582.5,12769.35,12810.29,12869.89,13126.95855901968,X,-,161,0
2013-05-26,12751.5,13014.75,12735.05,12961.55,12885.92,12900.44,13048.693731862266,X,-,161,0
2013-05-27,12951.4,13016.45,12872.9,12950.0,12917.96,12916.96,12944.01483416609,Buy,Buy,162,-314.90
2013-05-28,12931.35,12931.35,12773.4,12853.2,12885.58,12895.71,12913.969395906344,Sell,Sell,163,-36.03
2013-05-29,12738.15,12829.55,12721.45,12805.9,12845.74,12865.77,12926.09268383537,X,-,163,0
2013-05-30,12734.3,12760.45,12453.15,12475.65,12660.69,12735.73,12925.868332505823,X,-,163,0
2013-06-02,12453.4,12499.85,12323.6,12402.1,12531.40,12624.52,12960.840493311684,X,-,163,0
2013-06-03,12401.7,12520.55,12252.4,12275.1,12403.25,12508.05,12903.891131361685,X,-,163,0
2013-06-04,12252.05,12347.3,12196.75,12289.35,12346.30,12435.15,12822.44282215141,X,-,163,0
2013-06-05,12225.35,12475.05,12184.05,12398.4,12372.35,12422.90,12701.694582056094,X,-,163,0
2013-06-06,12347.55,12488.6,12209.25,12231.5,12301.92,12359.10,12574.546071681645,X,-,163,0
2013-06-09,12292.65,12363.8,12017.9,12087.05,12194.49,12268.42,12530.622222943217,X,-,163,0
2013-06-10,12007.75,12031.9,11795.45,11820.5,12007.49,12119.11,12490.20223620654,X,-,163,0
2013-06-11,11791.1,11899.05,11732.35,11814.85,11911.17,12017.69,12453.961867926562,X,-,163,0
2013-06-12,11693.9,11793.3,11656.9,11686.75,11798.96,11907.38,12337.246433845474,X,-,163,0
2013-06-13,11827.35,11947.35,11803.8,11922.85,11860.91,11912.53,12232.6252168442,X,-,163,0
2013-06-16,11928.3,11992.95,11735.25,11971.05,11915.98,11932.04,12067.422275036413,X,-,163,0
2013-06-17,11946.2,11950.95,11795.2,11820.95,11868.46,11895.01,11980.225915261086,X,-,163,0
2013-06-18,11798.65,11867.2,11738.7,11852.65,11860.56,11880.89,11974.64780945913,X,-,163,0
2013-06-19,11677.35,11677.35,11347.55,11375.4,11617.98,11712.39,11941.88880594862,X,-,163,0
2013-06-20,11323.35,11420.25,11210.75,11340.15,11479.06,11588.31,11995.637670453681,X,-,163,0
2013-06-23,11272.2,11275.4,11134.2,11178.3,11328.68,11451.64,11916.056013546418,X,-,163,0
2013-06-24,11213.1,11325.5,11107.8,11181.05,11254.87,11361.44,11820.519458986266,X,-,163,0
2013-06-25,11211.0,11261.65,11033.75,11066.55,11160.71,11263.15,11681.179030968502,X,-,163,0
2013-06-26,11225.5,11277.05,11164.75,11235.75,11198.23,11254.01,11570.460716467838,X,-,163,0
2013-06-27,11367.2,11654.7,11367.2,11617.25,11407.74,11375.09,11421.369492222977,Buy,Buy,164,1431.83
2013-06-30,11597.45,11733.1,11597.45,11714.9,11561.32,11488.36,11277.152502104196,X,-,164,0
2013-07-01,11703.95,11752.9,11590.5,11614.25,11587.78,11530.32,11269.488088380567,X,-,164,0
2013-07-02,11500.3,11505.75,11322.8,11357.8,11472.79,11472.82,11357.943602409272,Sell,Sell,165,-259.31
2013-07-03,11389.65,11454.3,11273.6,11381.2,11427.00,11442.28,11472.888173350628,X,-,165,0
2013-07-04,11485.85,11530.65,11418.0,11434.3,11430.65,11439.62,11488.121668105974,Sell,Buy,166,-130.32
2013-07-07,11328.2,11328.2,11176.65,11283.3,11356.97,11387.51,11466.52922167343,X,-,166,0
2013-07-08,11365.2,11458.3,11353.05,11442.45,11399.71,11405.82,11479.12686925035,X,-,166,0
2013-07-09,11477.55,11540.9,11317.2,11364.45,11382.08,11392.03,11424.163273567596,Sell,Buy,167,-43.25
2013-07-10,11541.95,11710.45,11541.95,11655.3,11518.69,11479.79,11421.889862745411,Buy,Buy,168,-177.50
2013-07-11,11733.05,11743.25,11589.45,11722.8,11620.75,11560.79,11363.083748680452,X,-,168,0
2013-07-14,11678.9,11811.9,11621.75,11790.25,11705.50,11637.28,11380.934419212055,X,-,168,0
2013-07-15,11459.4,11459.4,11209.75,11226.15,11465.82,11500.24,11432.620572853928,Sell,Sell,169,-222.68
2013-07-16,11264.0,11264.0,10829.75,10971.6,11218.71,11324.02,11603.470861925562,X,-,169,0
2013-07-17,11033.5,11236.85,10837.75,11187.7,11203.21,11278.58,11639.959147961847,X,-,169,0
2013-07-18,11223.8,11237.9,10934.25,10973.9,11088.55,11177.02,11504.712051980307,X,-,169,0
2013-07-21,10948.4,11132.2,10948.4,11086.95,11087.75,11147.00,11442.427677989741,X,-,169,0
2013-07-22,11218.8,11285.8,11195.0,11239.7,11163.73,11177.90,11324.7366069946,X,-,169,0
2013-07-23,11018.05,11018.05,10661.3,10720.15,10941.94,11025.32,11220.416815497127,X,-,169,0
2013-07-24,10667.05,10772.7,10594.6,10614.0,10777.97,10888.21,11275.449082415114,X,-,169,0
2013-07-25,10701.25,10723.3,10352.95,10465.25,10621.61,10747.22,11218.934990985257,X,-,169,0
2013-07-28,10451.85,10451.85,10310.65,10331.0,10476.30,10608.48,11124.066128677761,X,-,169,0
2013-07-29,10339.1,10449.7,10195.5,10209.55,10342.93,10475.50,11005.015486462311,X,-,169,0
2013-07-30,10164.65,10164.65,9863.05,10015.75,10179.34,10322.25,10873.237691313436,X,-,169,0
2013-07-31,10130.1,10219.4,9867.6,10142.95,10161.14,10262.49,10750.997144378245,X,-,169,0
2013-08-01,10162.15,10219.6,9958.4,9997.8,10079.47,10174.26,10566.509104670142,X,-,169,0
2013-08-04,10031.3,10117.65,9818.5,10094.9,10087.19,10147.80,10458.611573989088,X,-,169,0
2013-08-05,10013.6,10013.6,9660.3,9703.1,9895.14,9999.57,10329.660468097216,X,-,169,0
2013-08-06,9713.45,9848.35,9667.55,9757.25,9826.20,9918.80,10312.850021450387,X,-,169,0
2013-08-07,9780.55,9909.75,9724.8,9816.4,9821.30,9884.66,10196.596535659719,X,-,169,0
2013-08-11,9849.85,9853.95,9669.1,9711.4,9766.35,9826.91,10074.762617786208,X,-,169,0
2013-08-12,9666.55,10007.6,9582.55,9985.65,9876.00,9879.82,10008.590875530674,X,-,169,0
2013-08-13,10010.15,10071.25,9912.35,10026.4,9951.20,9928.68,9891.29348219038,Buy,Buy,170,1216.00
2013-08-15,9887.9,9891.4,9420.15,9450.85,9701.02,9769.40,9861.128770711886,Sell,Sell,171,-165.27
2013-08-18,9425.5,9425.5,9087.0,9145.0,9423.01,9561.27,9974.544071767075,X,-,171,0
2013-08-19,8939.2,9277.05,8860.15,9218.95,9320.98,9447.16,9976.041826824294,X,-,171,0
2013-08-20,9652.0,9766.1,9129.25,9264.4,9292.69,9386.24,9825.709107372651,X,-,171,0
2013-08-21,9194.85,9373.8,9005.25,9268.9,9280.80,9347.13,9666.896682993338,X,-,171,0
2013-08-22,9322.8,9493.85,9215.85,9470.1,9375.45,9388.12,9546.126427701343,X,-,171,0
2013-08-25,9529.7,9586.65,9294.05,9373.55,9374.50,9383.26,9426.13193798712,Sell,Buy,172,-78.85
2013-08-26,9208.15,9208.15,8842.5,8870.5,9122.50,9212.34,9409.553451751199,X,-,172,0
2013-08-27,8729.25,8869.7,8366.75,8760.85,8941.67,9061.84,9481.868381047356,X,-,172,0
2013-08-28,8897.0,8958.35,8759.85,8904.6,8923.14,9009.43,9422.353627304848,X,-,172,0
2013-08-29,8891.9,9135.55,8846.55,9049.2,8986.17,9022.69,9268.306438173207,X,-,172,0
2013-09-01,9112.8,9233.6,9086.75,9139.5,9062.83,9061.62,9132.239635433794,Buy,Buy,173,241.31
2013-09-02,9220.95,9220.95,8625.4,8664.2,8863.52,8929.15,9057.99409528169,Sell,Sell,174,-81.51
2013-09-03,8688.65,8916.75,8605.65,8845.75,8854.63,8901.35,9126.046566017372,X,-,174,0
2013-09-04,9253.45,9704.6,9253.45,9682.4,9268.52,9161.70,9041.497961926372,Buy,Buy,175,-589.25
2013-09-05,9746.65,9989.85,9568.5,9961.4,9614.96,9428.27,8841.248766908313,X,-,175,0
2013-09-09,10084.0,10304.9,10084.0,10188.25,9901.60,9681.59,8868.190907417575,X,-,175,0
2013-09-10,10112.65,10409.15,9980.5,10369.1,10135.35,9910.76,9021.564803017733,X,-,175,0
2013-09-11,10338.3,10358.25,10070.95,10158.55,10146.95,9993.36,9236.99530104817,X,-,175,0
2013-09-12,10067.15,10272.4,10037.3,10180.45,10163.70,10055.72,9532.581250216954,X,-,175,0
2013-09-15,10418.5,10536.7,10175.05,10368.4,10266.05,10159.95,9731.788024903726,X,-,175,0
2013-09-16,10320.85,10334.3,10223.95,10279.6,10272.83,10199.83,9841.642278982032,X,-,175,0
2013-09-17,10327.15,10481.5,10241.95,10447.85,10360.34,10282.50,9980.853317177793,X,-,175,0
2013-09-18,10984.5,11219.45,10984.5,11148.65,10754.49,10571.22,10049.00644371341,X,-,175,0
2013-09-19,11163.95,11188.1,10409.8,10686.8,10720.65,10609.75,10021.398078606391,X,-,175,0
2013-09-22,10466.3,10509.55,10177.9,10211.7,10466.17,10477.06,10277.04561046965,Sell,Sell,176,594.65
2013-09-23,10063.05,10289.75,10046.7,10175.9,10321.04,10376.68,10509.737186012459,X,-,176,0
2013-09-24,10191.85,10232.45,9919.7,10081.7,10201.37,10278.35,10543.594846857992,X,-,176,0
2013-09-25,10091.4,10189.4,10051.2,10098.25,10149.81,10218.32,10509.298259330175,X,-,176,0
2013-09-26,10131.65,10131.65,9883.95,9899.75,10024.78,10112.13,10423.841353599208,X,-,176,0
2013-09-29,9783.9,9815.0,9587.75,9617.8,9821.29,9947.35,10374.173826089016,X,-,176,0
2013-09-30,9685.15,9912.95,9582.75,9883.3,9852.29,9926.00,10325.539012570785,X,-,176,0
2013-10-02,9946.3,10241.45,9888.7,10222.95,10037.62,10024.98,10147.120905969583,Buy,Buy,177,64.58
2013-10-03,10171.45,10328.75,10111.75,10197.15,10117.39,10082.37,9987.069719440919,X,-,177,0
2013-10-06,10124.15,10124.15,9877.45,10082.1,10099.74,10082.28,9977.33270402455,Buy,Sell,178,-245.62
2013-10-07,10418.85,10451.15,10090.6,10141.45,10120.60,10102.00,10029.898248215002,X,-,178,0
2013-10-08,10004.4,10360.35,9947.25,10334.95,10227.77,10179.65,10046.228721575986,Buy,Sell,179,-77.70
2013-10-09,10309.2,10372.05,10199.55,10288.95,10258.36,10216.09,10035.29242576698,X,-,179,0
2013-10-10,10423.6,10649.3,10307.9,10622.15,10440.26,10351.44,10089.256589536148,X,-,179,0
2013-10-13,10588.95,10706.8,10550.0,10665.25,10552.75,10456.04,10084.993545869853,X,-,179,0
2013-10-14,10738.2,10738.2,10339.1,10389.25,10471.00,10433.78,10165.915273669445,X,-,179,0
2013-10-16,10406.05,10416.2,10274.35,10336.55,10403.78,10401.37,10322.111637324408,Buy,Sell,180,-12.84
2013-10-17,10387.3,10784.0,10387.3,10744.9,10574.34,10515.88,10394.150152321992,Buy,Sell,181,50.75
2013-10-20,10751.7,10871.75,10700.55,10797.55,10685.94,10609.77,10340.504631934193,X,-,181,0
2013-10-21,10743.8,10907.55,10707.85,10809.1,10747.52,10676.21,10381.247019815895,X,-,181,0
2013-10-22,10837.05,10912.8,10732.35,10880.65,10814.09,10744.36,10462.286645807144,X,-,181,0
2013-10-23,10839.45,11091.6,10839.45,10902.45,10858.27,10797.06,10535.177080169706,X,-,181,0
2013-10-24,10880.85,10951.75,10797.6,10896.5,10877.38,10830.20,10613.419378262275,X,-,181,0
2013-10-27,10924.45,11002.4,10752.35,10773.2,10825.29,10811.20,10688.663581249428,X,-,181,0
2013-10-28,10779.65,11268.2,10669.0,11241.65,11033.47,10954.69,10768.934385370245,Buy,Sell,182,24.03
2013-10-29,11284.85,11366.45,11211.5,11249.35,11141.41,11052.91,10718.32725584881,X,-,182,0
2013-10-30,11211.3,11512.5,11170.05,11473.15,11307.28,11192.99,10787.395336700196,X,-,182,0
2013-10-31,11472.2,11694.45,11443.6,11628.65,11467.97,11338.21,10850.110474200628,X,-,182,0
2013-11-02,11678.7,11691.2,11582.65,11614.05,11541.01,11430.16,10948.938774333998,X,-,182,0
2013-11-04,11539.75,11736.2,11462.1,11498.9,11519.95,11453.07,11097.600078656127,X,-,182,0
2013-11-05,11510.4,11510.4,11269.95,11292.55,11406.25,11399.56,11252.420500320812,X,-,182,0
2013-11-06,11320.85,11398.6,11024.75,11054.9,11230.58,11284.68,11379.498890822244,Sell,Sell,183,79.20
2013-11-07,11011.05,11067.0,10841.6,10913.15,11071.86,11160.83,11446.975205852345,X,-,183,0
2013-11-10,10786.25,10940.5,10674.5,10758.45,10915.16,11026.71,11427.74644322032,X,-,183,0
2013-11-11,10755.65,10860.35,10543.15,10583.05,10749.10,10878.82,11361.354115139595,X,-,183,0
2013-11-12,10469.1,10652.3,10412.05,10523.35,10636.23,10760.33,11267.972653256089,X,-,183,0
2013-11-13,10660.65,10891.9,10660.65,10811.2,10723.71,10777.29,11132.64172375224,X,-,183,0
2013-11-17,10962.25,11156.6,10962.25,11142.3,10933.01,10898.96,10938.00779329225,Buy,Buy,184,92.65
2013-11-18,11159.05,11207.7,11107.35,11187.85,11060.43,10995.26,10796.811850923557,X,-,184,0
2013-11-19,11127.35,11156.5,10905.55,10967.15,11013.79,10985.89,10799.736228313392,X,-,184,0
2013-11-20,10866.3,10866.3,10657.85,10706.9,10860.34,10892.89,10902.179982724447,Sell,Sell,185,-276.00
2013-11-21,10796.45,10820.0,10630.55,10677.35,10768.85,10821.04,10990.531237074058,X,-,185,0
2013-11-24,10780.6,11097.95,10780.6,11083.4,10926.12,10908.50,10977.634782344921,Buy,Buy,186,-270.73
2013-11-25,11040.65,11133.4,10893.3,10909.35,10917.74,10908.78,10855.613500377724,X,-,186,0
2013-11-26,10941.6,10961.35,10827.75,10899.3,10908.52,10905.62,10881.912489659037,Buy,Sell,187,-201.49
2013-11-27,10994.25,11062.15,10843.0,10906.75,10907.63,10906.00,10896.926737809641,Buy,Sell,188,-2.37
2013-11-28,10941.6,11186.15,10941.6,11153.95,11030.79,10988.65,10901.085364224902,X,-,188,0
2013-12-01,11180.3,11347.45,11180.3,11284.35,11157.57,11087.22,10862.215678992507,X,-,188,0
2013-12-02,11250.7,11310.7,11174.5,11211.3,11184.44,11128.58,10876.148170749628,X,-,188,0
2013-12-03,11158.7,11216.05,11107.75,11156.75,11170.59,11137.97,10961.000972877067,X,-,188,0
2013-12-04,11469.35,11685.55,11469.35,11665.1,11417.85,11313.68,11040.09341144003,X,-,188,0
2013-12-05,11648.35,11770.65,11579.5,11720.2,11569.02,11449.19,11001.175322387688,X,-,188,0
2013-12-08,12206.95,12225.95,12007.3,12065.9,11817.46,11654.76,11089.673405638954,X,-,188,0
2013-12-09,12041.0,12067.45,11774.95,11843.45,11830.46,11717.65,11166.643865782891,X,-,188,0
2013-12-10,11747.45,11877.75,11687.6,11784.35,11807.40,11739.89,11379.25170820039,X,-,188,0
2013-12-11,11736.25,11781.7,11622.7,11635.5,11721.45,11705.09,11537.337370972833,X,-,188,0
2013-12-12,11483.85,11534.35,11349.85,11366.9,11544.18,11592.36,11656.009696734836,Sell,Sell,189,577.10
2013-12-15,11347.2,11440.85,11309.7,11372.95,11458.56,11519.22,11736.91552253304,X,-,189,0
2013-12-16,11412.7,11418.1,11178.0,11208.65,11333.61,11415.70,11701.206544043598,X,-,189,0
2013-12-17,11129.65,11572.3,11117.45,11357.9,11345.75,11396.43,11661.977460539856,X,-,189,0
2013-12-18,11505.55,11505.55,11040.15,11087.45,11216.60,11293.44,11548.471522615298,X,-,189,0
2013-12-19,11117.7,11318.55,11074.55,11292.35,11254.48,11293.08,11523.9492895379,X,-,189,0
2013-12-22,11258.65,11453.45,11258.65,11378.5,11316.49,11321.55,11408.875330255789,Sell,Buy,190,-41.98
2013-12-23,11399.15,11405.0,11287.3,11330.65,11323.57,11324.58,11336.738122119124,Sell,Buy,191,-20.65
2013-12-25,11335.8,11426.45,11317.45,11385.75,11354.66,11344.97,11327.627699053715,Buy,Buy,192,-5.15
2013-12-26,11409.25,11514.45,11409.25,11459.7,11407.18,11383.21,11315.911274856291,X,-,192,0
2013-12-29,11532.6,11552.4,11355.05,11376.0,11391.59,11380.81,11311.320587647766,X,-,192,0
2013-12-30,11410.25,11427.85,11316.55,11385.25,11388.42,11382.29,11348.470260636968,Buy,Sell,193,-37.28
2013-12-31,11418.9,11432.55,11361.0,11385.6,11387.01,11383.39,11363.900108193877,Buy,Sell,194,-21.35
2014-01-01,11383.8,11578.9,11150.2,11183.2,11285.10,11316.66,11372.543372680542,Sell,Sell,195,-13.06
2014-01-02,11098.25,11208.0,11052.6,11181.65,11233.38,11271.66,11411.333898729332,X,-,195,0
2014-01-05,11174.35,11174.35,10996.95,11049.05,11141.21,11197.46,11386.50009095738,X,-,195,0
2014-01-06,11097.8,11154.1,10892.15,11036.75,11088.98,11143.89,11366.180473207161,X,-,195,0
2014-01-07,11071.75,11122.75,10988.8,11053.7,11071.34,11113.82,11308.602188422563,X,-,195,0
2014-01-08,11068.9,11090.25,10925.15,10970.45,11020.90,11066.03,11241.275728757282,X,-,195,0
2014-01-09,10969.35,11056.9,10788.2,10805.3,10913.10,10979.12,11201.44595407597,X,-,195,0
2014-01-12,10814.65,11070.2,10814.65,11021.6,10967.35,10993.28,11177.195036836209,X,-,195,0
2014-01-13,10989.15,11065.65,10922.6,10948.9,10958.12,10978.49,11071.078891616919,X,-,195,0
2014-01-14,11000.2,11164.1,10986.1,11125.4,11041.76,11027.46,11039.577027941006,Buy,Buy,196,143.62
2014-01-15,11187.35,11192.8,11070.0,11092.55,11067.16,11049.16,10984.546902058872,X,-,196,0
2014-01-16,11080.1,11081.95,10893.75,10911.35,10989.25,11003.22,10995.154043088347,Sell,Sell,197,-130.25
2014-01-19,10909.9,11022.45,10876.25,11007.5,10998.38,11004.65,11045.12241625011,X,-,197,0
2014-01-20,11067.05,11190.1,11036.4,11171.5,11084.94,11060.26,11023.458137929018,Buy,Buy,198,-155.70
2014-01-21,11164.25,11248.35,11094.8,11207.35,11146.14,11109.29,10986.243688833827,X,-,198,0
2014-01-22,11183.75,11221.1,11122.35,11199.0,11172.57,11139.20,10998.739924329791,X,-,198,0
2014-01-23,11063.2,11132.7,10972.1,10982.4,11077.49,11086.93,11039.065348773482,Sell,Sell,199,-132.43
2014-01-26,10802.3,10802.3,10520.9,10540.4,10808.94,10904.75,11115.2629321258,X,-,199,0
2014-01-27,10541.5,10708.0,10333.4,10507.6,10658.27,10772.37,11192.184971222272,X,-,199,0
2014-01-28,10609.9,10644.2,10406.95,10437.75,10548.01,10660.83,11114.661489050719,X,-,199,0
2014-01-29,10287.85,10314.25,10101.2,10153.15,10350.58,10491.60,10999.285080151752,X,-,199,0
2014-01-30,10193.55,10266.45,10130.3,10237.75,10294.17,10406.99,10914.67043049348,X,-,199,0
2014-02-02,10205.45,10222.65,10089.25,10102.1,10198.13,10305.36,10745.445475525143,X,-,199,0
2014-02-03,9983.65,10222.1,9944.0,10191.2,10194.67,10267.30,10627.029577948171,X,-,199,0
2014-02-04,10215.65,10254.05,10112.5,10231.65,10213.16,10255.42,10485.21934909782,X,-,199,0
2014-02-05,10257.1,10321.5,10107.8,10205.2,10209.18,10238.68,10382.204381298074,X,-,199,0
2014-02-06,10311.95,10321.1,10180.85,10263.2,10236.19,10246.85,10327.18199514848,X,-,199,0
2014-02-09,10287.35,10310.3,10187.8,10213.9,10225.04,10235.87,10278.844200573869,Sell,Buy,200,695.05
2014-02-10,10242.1,10296.8,10200.6,10245.45,10235.25,10239.06,10268.340902286694,Sell,Buy,201,-54.44
2014-02-11,10307.6,10395.15,10307.6,10348.8,10292.02,10275.64,10250.507985809854,Buy,Buy,202,-62.15
2014-02-12,10360.7,10386.65,10113.8,10135.7,10213.86,10228.99,10226.495682682595,Sell,Sell,203,-122.30
2014-02-13,10169.0,10229.45,10064.75,10203.75,10208.81,10220.58,10274.392301193082,X,-,203,0
2014-02-16,10217.15,10358.0,10205.8,10326.55,10267.68,10255.90,10255.900790497733,Buy,Buy,204,-120.20
2014-02-17,10324.35,10618.85,10296.25,10575.2,10421.44,10362.34,10220.57848851633,X,-,204,0
2014-02-18,10548.35,10630.15,10520.3,10609.6,10515.52,10444.76,10185.024639769814,X,-,204,0
2014-02-19,10515.3,10525.7,10419.1,10428.3,10471.91,10439.27,10232.469250226004,X,-,204,0
2014-02-20,10429.3,10584.75,10429.3,10554.35,10513.13,10477.63,10341.355912007068,X,-,204,0
2014-02-23,10508.95,10711.65,10471.45,10683.5,10598.31,10546.25,10371.13381393291,X,-,204,0
2014-02-24,10742.15,10768.95,10611.75,10666.75,10632.53,10586.42,10390.07081225271,X,-,204,0
2014-02-25,10659.2,10758.65,10659.2,10730.4,10681.47,10634.41,10448.079676317197,X,-,204,0
2014-02-27,10793.6,10793.6,10688.95,10764.7,10723.08,10677.84,10493.252684952495,X,-,204,0
2014-03-02,10705.45,10836.2,10613.0,10651.95,10687.52,10669.21,10542.118240338848,X,-,204,0
2014-03-03,10661.4,10936.75,10661.4,10929.05,10808.28,10755.82,10614.295385411155,X,-,204,0
2014-03-04,10987.6,11122.55,10899.4,11098.8,10953.54,10870.15,10598.4468695334,X,-,204,0
2014-03-05,11147.6,11303.2,11117.25,11278.35,11115.95,11006.22,10619.972885985255,X,-,204,0
2014-03-06,11357.9,11947.5,11332.6,11884.75,11500.35,11299.06,10677.027743804989,X,-,204,0
2014-03-09,11784.55,12157.9,11784.55,12108.1,11804.22,11568.74,10695.199739110743,X,-,204,0
2014-03-10,12132.0,12285.45,11994.85,12043.15,11923.69,11726.88,10862.290447694206,X,-,204,0
2014-03-11,11997.85,12142.9,11887.75,12024.1,11973.89,11825.95,11136.447275939667,X,-,204,0
2014-03-12,12062.35,12308.7,12062.35,12141.45,12057.67,11931.12,11382.125006031529,X,-,204,0
2014-03-13,11984.5,12090.05,11867.15,12055.85,12056.76,11972.70,11551.455081723572,X,-,204,0
2014-03-17,12093.2,12268.75,12052.35,12114.85,12085.81,12020.08,11720.497593333654,X,-,204,0
2014-03-18,12190.85,12256.45,12132.4,12186.55,12136.18,12075.57,11822.903831648073,X,-,204,0
2014-03-19,12160.65,12160.65,11989.95,12017.25,12076.71,12056.13,11893.746939144869,X,-,204,0
2014-03-20,12083.45,12123.15,12043.4,12092.35,12084.53,12068.20,11994.378485119661,X,-,204,0
2014-03-21,12111.85,12111.85,12061.65,12075.8,12080.17,12070.74,12019.217586257982,X,-,204,0
2014-03-23,12134.65,12423.0,12134.65,12408.15,12244.16,12183.21,12042.44435559443,X,-,204,0
2014-03-24,12403.65,12523.7,12394.3,12450.0,12347.08,12272.14,12000.354219440844,X,-,204,0
2014-03-25,12529.45,12570.6,12469.15,12518.35,12432.71,12354.21,12047.315137482838,X,-,204,0
2014-03-26,12560.9,12767.5,12513.1,12604.95,12518.83,12437.79,12118.69125391636,X,-,204,0
2014-03-27,12693.25,12787.5,12633.3,12754.7,12636.77,12543.43,12194.659750408158,X,-,204,0
